payment_id,date,vendor,category,amount
P01543,2024-01-10,"Fenwick Legal",services,19497.5
P01544,2024-10-10,"Fenwick Legal",materials,2113.27
P01545,2024-01-16,"Ember IT",logistics,9579.22
P01546,2024-04-22,"Gilder Travel",materials,153.5
P01547,2024-08-09,"Alder Supply",materials,1643.53
P01548,2024-03-22,"Harlow Print",facilities,119.19
P01549,2024-05-13,"Corvin Media",software,1944.98
P01550,2024-01-08,"Gilder Travel",services,1787.45
P01551,2024-06-17,"Alder Supply",logistics,13557.4
P01552,2024-04-11,"Ember IT",materials,9484.34
P01553,2024-11-29,"Ember IT",services,9238.33
P01554,2024-04-16,"Ember IT",materials,25591.59
P01555,2024-11-15,"Gilder Travel",materials,2394.37
P01556,2024-06-13,"Alder Supply",services,54547.19
P01557,2024-06-29,"Ember IT",services,134497.75
P01558,2024-10-12,"Alder Supply",logistics,77359.09
P01559,2024-09-06,"Harlow Print",services,67271.01
P01560,2024-12-03,"Harlow Print",facilities,244.69
P01561,2024-06-28,"Ember IT",facilities,9391.98
P01562,2024-05-17,"Delvin Facilities",services,85.66
P01563,2024-05-05,"Alder Supply",software,6191.61
P01564,2024-05-23,"Corvin Media",software,7808.78
P01565,2024-01-23,"Corvin Media",logistics,21481.32
P01566,2024-08-28,"Fenwick Legal",materials,9041.48
P01567,2024-08-02,"Ember IT",facilities,80654.01
P01568,2024-08-24,"Fenwick Legal",services,642.36
P01569,2024-01-31,"Alder Supply",logistics,406.84
P01570,2024-10-23,"Brant Logistics",materials,47.52
P01571,2024-05-03,"Delvin Facilities",logistics,499.05
P01572,2024-11-05,"Harlow Print",materials,467.17
P01573,2024-06-24,"Alder Supply",facilities,52040.55
P01574,2024-09-26,"Alder Supply",logistics,4503.26
P01575,2024-06-20,"Fenwick Legal",logistics,37.3
P01576,2024-02-10,"Alder Supply",software,1755.24
P01577,2024-04-10,"Corvin Media",facilities,931.93
P01578,2024-10-18,"Brant Logistics",logistics,21.77
P01579,2024-11-17,"Harlow Print",facilities,406.84
P01580,2024-02-09,"Alder Supply",materials,160896.88
P01581,2024-01-25,"Corvin Media",services,214.83
P01582,2024-05-23,"Brant Logistics",logistics,9768.08
P01583,2024-09-19,"Fenwick Legal",software,108289.29
P01584,2024-08-14,"Alder Supply",logistics,4257.22
P01585,2024-02-03,"Brant Logistics",logistics,3875.44
P01586,2024-10-14,"Corvin Media",logistics,843.18
P01587,2024-08-04,"Gilder Travel",software,1013.89
P01588,2024-03-08,"Fenwick Legal",services,1713.43
P01589,2024-03-09,"Brant Logistics",logistics,52194.91
P01590,2024-03-18,"Delvin Facilities",services,28.93
P01591,2024-02-11,"Gilder Travel",logistics,3020.92
P01592,2024-07-16,"Fenwick Legal",logistics,54398.86
P01593,2024-02-08,"Fenwick Legal",materials,361.52
P01594,2024-09-20,"Fenwick Legal",services,352.7
P01595,2024-09-06,"Fenwick Legal",software,5643.36
P01596,2024-02-03,"Delvin Facilities",software,50.38
P01597,2024-01-11,"Fenwick Legal",software,158599.17
P01598,2024-04-28,"Delvin Facilities",materials,438.77
P01599,2024-04-01,"Alder Supply",logistics,131016.04
P01600,2024-05-27,"Gilder Travel",logistics,12525.59
P01601,2024-01-05,"Brant Logistics",materials,2272.99
P01602,2024-01-19,"Ember IT",software,9442.48
P01603,2024-04-29,"Ember IT",services,9579.32
P01604,2024-03-09,"Alder Supply",materials,188.31
P01605,2024-06-13,"Brant Logistics",logistics,26.6
P01606,2024-11-02,"Harlow Print",materials,164377.17
P01607,2024-12-21,"Fenwick Legal",software,21.28
P01608,2024-01-11,"Brant Logistics",materials,1506.55
P01609,2024-02-26,"Ember IT",facilities,9195.93
P01610,2024-02-02,"Alder Supply",logistics,23.21
P01611,2024-06-20,"Alder Supply",logistics,1940.99
P01612,2024-11-17,"Fenwick Legal",services,3623.96
P01613,2024-02-22,"Gilder Travel",logistics,293.23
P01614,2024-07-02,"Harlow Print",facilities,85102.1
P01615,2024-12-17,"Gilder Travel",software,88.09
P01616,2024-07-08,"Delvin Facilities",services,45597.94
P01617,2024-07-09,"Fenwick Legal",materials,1244.49
P01618,2024-08-26,"Harlow Print",materials,1039.28
P01619,2024-11-28,"Delvin Facilities",logistics,35667.14
P01620,2024-08-16,"Alder Supply",facilities,9214.24
P01621,2024-10-08,"Delvin Facilities",materials,841.14
P01622,2024-12-27,"Brant Logistics",facilities,173864.26
P01623,2024-06-27,"Delvin Facilities",logistics,50.76
P01624,2024-12-11,"Delvin Facilities",services,197.56
P01625,2024-02-14,"Delvin Facilities",facilities,69191.82
P01626,2024-05-16,"Brant Logistics",materials,12596.46
P01627,2024-08-23,"Fenwick Legal",services,727.4
P01628,2024-01-13,"Harlow Print",software,118982.03
P01629,2024-06-05,"Fenwick Legal",facilities,24.55
P01630,2024-12-10,"Gilder Travel",materials,15988.43
P01631,2024-02-03,"Gilder Travel",materials,7662.25
P01632,2024-09-01,"Alder Supply",facilities,69.36
P01633,2024-07-30,"Alder Supply",software,64.59
P01634,2024-09-14,"Harlow Print",software,11137.46
P01635,2024-06-09,"Gilder Travel",software,151937.35
P01636,2024-02-24,"Corvin Media",software,4944.1
P01637,2024-04-16,"Brant Logistics",facilities,116.95
P01638,2024-03-14,"Brant Logistics",services,6890.95
P01639,2024-10-21,"Corvin Media",software,33438.7
P01640,2024-05-30,"Ember IT",logistics,25613.74
P01641,2024-07-25,"Corvin Media",logistics,1202.29
P01642,2024-07-24,"Ember IT",facilities,9631.29
P01643,2024-03-08,"Ember IT",logistics,9933.09
P01644,2024-06-26,"Harlow Print",materials,60866.87
P01645,2024-07-26,"Delvin Facilities",facilities,1863.45
P01646,2024-06-06,"Ember IT",logistics,9561.96
P01647,2024-01-22,"Fenwick Legal",services,137072.08
P01648,2024-12-07,"Delvin Facilities",software,597.16
P01649,2024-10-15,"Corvin Media",software,1069.34
P01650,2024-02-04,"Brant Logistics",materials,181775.68
P01651,2024-10-27,"Harlow Print",facilities,35.03
P01652,2024-06-18,"Fenwick Legal",services,79.1
P01653,2024-01-01,"Fenwick Legal",services,60.81
P01654,2024-05-23,"Ember IT",software,9585.47
P01655,2024-10-04,"Gilder Travel",software,69.02
P01656,2024-10-31,"Harlow Print",materials,14961.33
P01657,2024-01-29,"Ember IT",software,9716.78
P01658,2024-02-13,"Fenwick Legal",logistics,519.18
P01659,2024-12-10,"Delvin Facilities",materials,6329.44
P01660,2024-04-17,"Corvin Media",logistics,271.34
P01661,2024-10-02,"Harlow Print",materials,41.85
P01662,2024-08-26,"Ember IT",software,9101.85
P01663,2024-12-23,"Harlow Print",logistics,2385.26
P01664,2024-02-19,"Corvin Media",services,2607.16
P01665,2024-12-11,"Delvin Facilities",materials,31.68
P01666,2024-04-17,"Alder Supply",services,21.15
P01667,2024-02-05,"Corvin Media",facilities,10799.32
P01668,2024-04-02,"Corvin Media",materials,6234.32
P01669,2024-09-11,"Fenwick Legal",facilities,37109.96
P01670,2024-03-07,"Alder Supply",software,6704
P01671,2024-07-18,"Harlow Print",services,67788.5
P01672,2024-06-25,"Ember IT",software,9949.64
P01673,2024-04-28,"Harlow Print",materials,183022.28
P01674,2024-11-01,"Delvin Facilities",materials,7757.79
P01675,2024-01-20,"Ember IT",materials,9730.62
P01676,2024-08-19,"Corvin Media",materials,37.24
P01677,2024-11-15,"Corvin Media",software,62119.74
P01678,2024-06-14,"Ember IT",software,1864.08
P01679,2024-09-15,"Alder Supply",facilities,31805.73
P01680,2024-01-17,"Gilder Travel",logistics,23.45
P01681,2024-10-03,"Gilder Travel",services,4980.45
P01682,2024-09-11,"Corvin Media",logistics,398.58
P01683,2024-07-08,"Fenwick Legal",logistics,156638.22
P01684,2024-03-31,"Alder Supply",software,6436.03
P01685,2024-04-10,"Fenwick Legal",facilities,63603.24
P01686,2024-03-02,"Gilder Travel",materials,27.56
P01687,2024-01-23,"Ember IT",materials,118.12
P01688,2024-09-23,"Brant Logistics",logistics,35.3
P01689,2024-12-26,"Delvin Facilities",logistics,40536.33
P01690,2024-01-13,"Fenwick Legal",logistics,3135.41
P01691,2024-05-11,"Brant Logistics",services,906.84
P01692,2024-05-22,"Gilder Travel",logistics,202.85
P01693,2024-08-29,"Alder Supply",materials,9116.17
P01694,2024-11-02,"Gilder Travel",materials,1433.76
P01695,2024-03-17,"Harlow Print",facilities,24254.77
P01696,2024-01-09,"Harlow Print",logistics,4256.4
P01697,2024-06-29,"Alder Supply",software,131.7
P01698,2024-08-18,"Alder Supply",materials,282.75
P01699,2024-07-21,"Alder Supply",services,2156.52
P01700,2024-04-29,"Alder Supply",materials,7640.8
P01701,2024-10-25,"Corvin Media",facilities,62956.13
P01702,2024-03-26,"Ember IT",logistics,1318.04
P01703,2024-10-20,"Delvin Facilities",materials,3668.39
P01704,2024-03-22,"Harlow Print",logistics,64.15
P01705,2024-12-19,"Ember IT",facilities,20388.15
P01706,2024-10-25,"Brant Logistics",facilities,2182.86
P01707,2024-07-11,"Gilder Travel",software,222.45
P01708,2024-06-04,"Gilder Travel",materials,168.59
P01709,2024-02-23,"Corvin Media",logistics,133.11
P01710,2024-05-12,"Ember IT",logistics,9371.11
P01711,2024-05-19,"Delvin Facilities",services,53.18
P01712,2024-10-22,"Delvin Facilities",facilities,110036.94
P01713,2024-11-24,"Corvin Media",logistics,118.77
P01714,2024-02-28,"Fenwick Legal",facilities,173377.77
P01715,2024-09-25,"Brant Logistics",logistics,130.06
P01716,2024-05-25,"Gilder Travel",software,774.9
P01717,2024-01-21,"Corvin Media",software,925.51
P01718,2024-08-26,"Fenwick Legal",materials,24.62
P01719,2024-07-17,"Brant Logistics",software,12194.71
P01720,2024-02-15,"Brant Logistics",logistics,3092.23
P01721,2024-12-03,"Delvin Facilities",services,290.41
P01722,2024-07-10,"Delvin Facilities",facilities,1107.4
P01723,2024-12-16,"Delvin Facilities",services,134937.4
P01724,2024-06-24,"Corvin Media",software,152.83
P01725,2024-12-19,"Fenwick Legal",facilities,170810.45
P01726,2024-04-25,"Fenwick Legal",software,821.53
P01727,2024-03-08,"Ember IT",materials,22.03
P01728,2024-09-07,"Harlow Print",logistics,23.8
P01729,2024-01-04,"Corvin Media",materials,157.34
P01730,2024-12-09,"Delvin Facilities",services,6497.96
P01731,2024-10-21,"Corvin Media",services,143476.82
P01732,2024-05-16,"Ember IT",logistics,395.9
P01733,2024-01-09,"Alder Supply",logistics,109186.11
P01734,2024-08-18,"Corvin Media",facilities,176341.53
P01735,2024-07-10,"Harlow Print",software,341.43
P01736,2024-01-12,"Harlow Print",materials,168482.99
P01737,2024-09-01,"Harlow Print",facilities,361.78
P01738,2024-10-27,"Harlow Print",services,38.55
P01739,2024-11-29,"Delvin Facilities",logistics,37.98
P01740,2024-04-27,"Harlow Print",services,665.84
P01741,2024-07-26,"Fenwick Legal",services,784.48
P01742,2024-03-14,"Alder Supply",logistics,709.12
P01743,2024-07-05,"Alder Supply",logistics,2047.61
P01744,2024-05-12,"Gilder Travel",software,195.64
P01745,2024-08-24,"Ember IT",facilities,9630.04
P01746,2024-01-26,"Corvin Media",materials,22.14
P01747,2024-05-18,"Corvin Media",software,57.17
P01748,2024-04-18,"Fenwick Legal",logistics,86.23
P01749,2024-01-16,"Fenwick Legal",facilities,115.54
P01750,2024-06-19,"Fenwick Legal",services,39502.22
P01751,2024-09-30,"Brant Logistics",services,102.96
P01752,2024-07-09,"Corvin Media",software,6366.03
P01753,2024-11-22,"Alder Supply",services,420.28
P01754,2024-04-04,"Brant Logistics",software,21.34
P01755,2024-09-14,"Alder Supply",logistics,4096.65
P01756,2024-12-08,"Fenwick Legal",facilities,409.95
P01757,2024-02-11,"Brant Logistics",materials,425.36
P01758,2024-11-10,"Harlow Print",software,1432.7
P01759,2024-07-27,"Delvin Facilities",facilities,956.49
P01760,2024-03-14,"Brant Logistics",materials,192471.01
P01761,2024-08-16,"Corvin Media",logistics,72.75
P01762,2024-12-27,"Delvin Facilities",materials,72.94
P01763,2024-07-20,"Fenwick Legal",facilities,34.65
P01764,2024-03-25,"Gilder Travel",materials,8639.86
P01765,2024-02-04,"Ember IT",software,54712.5
P01766,2024-07-19,"Brant Logistics",logistics,83942.46
P01767,2024-01-19,"Delvin Facilities",materials,169.04
P01768,2024-09-18,"Ember IT",materials,9309.54
P01769,2024-11-19,"Gilder Travel",software,700.38
P01770,2024-02-14,"Ember IT",materials,9179.88
P01771,2024-07-03,"Brant Logistics",logistics,2384.57
P01772,2024-09-28,"Corvin Media",logistics,172.16
P01773,2024-11-08,"Harlow Print",materials,6431.35
P01774,2024-12-16,"Brant Logistics",software,12417.89
P01775,2024-11-17,"Corvin Media",facilities,530.72
P01776,2024-03-16,"Harlow Print",logistics,12684.82
P01777,2024-05-09,"Gilder Travel",services,70838.84
P01778,2024-06-24,"Brant Logistics",logistics,149606.06
P01779,2024-02-09,"Gilder Travel",logistics,48.7
P01780,2024-03-08,"Ember IT",materials,9441.59
P01781,2024-09-16,"Delvin Facilities",software,5663.34
P01782,2024-02-21,"Brant Logistics",materials,11575.3
P01783,2024-05-09,"Corvin Media",software,10021.12
P01784,2024-08-29,"Harlow Print",services,62.67
P01785,2024-11-12,"Delvin Facilities",logistics,21.51
P01786,2024-03-24,"Ember IT",services,424.29
P01787,2024-10-18,"Brant Logistics",logistics,99.1
P01788,2024-04-29,"Gilder Travel",software,17355.07
P01789,2024-10-06,"Brant Logistics",services,226.9
P01790,2024-08-17,"Ember IT",logistics,22723.88
P01791,2024-07-27,"Fenwick Legal",services,49.45
P01792,2024-11-03,"Corvin Media",logistics,400.22
P01793,2024-08-31,"Alder Supply",software,500.64
P01794,2024-05-01,"Fenwick Legal",logistics,180642.81
P01795,2024-07-21,"Gilder Travel",software,108447.52
P01796,2024-08-22,"Fenwick Legal",logistics,151.35
P01797,2024-10-24,"Harlow Print",materials,7287.76
P01798,2024-05-05,"Gilder Travel",materials,1542.87
P01799,2024-10-27,"Ember IT",materials,46706.97
P01800,2024-10-19,"Fenwick Legal",services,319.02
P01801,2024-03-08,"Ember IT",facilities,2235.93
P01802,2024-05-28,"Alder Supply",logistics,31646.47
P01803,2024-01-08,"Harlow Print",materials,1427.02
P01804,2024-11-11,"Harlow Print",materials,45.07
P01805,2024-02-29,"Brant Logistics",software,130441.32
P01806,2024-11-11,"Harlow Print",software,14238.21
P01807,2024-05-18,"Ember IT",services,9884.07
P01808,2024-10-17,"Ember IT",services,9963.19
P01809,2024-10-16,"Ember IT",facilities,9602.16
P01810,2024-10-20,"Harlow Print",services,23964.44
P01811,2024-03-28,"Delvin Facilities",logistics,1258.05
P01812,2024-08-20,"Delvin Facilities",facilities,37033.98
P01813,2024-03-25,"Brant Logistics",services,77.07
P01814,2024-01-01,"Delvin Facilities",facilities,3828.82
P01815,2024-06-18,"Corvin Media",materials,78.24
P01816,2024-07-10,"Ember IT",logistics,9892.35
P01817,2024-08-28,"Alder Supply",materials,159685.86
P01818,2024-06-25,"Alder Supply",logistics,126.35
P01819,2024-06-21,"Ember IT",facilities,69.34
P01820,2024-04-16,"Alder Supply",logistics,138.37
P01821,2024-01-27,"Harlow Print",services,111.14
P01822,2024-10-06,"Fenwick Legal",logistics,23992.6
P01823,2024-05-01,"Brant Logistics",software,11730.92
P01824,2024-11-04,"Ember IT",logistics,27.34
P01825,2024-01-14,"Corvin Media",facilities,51.17
P01826,2024-09-20,"Harlow Print",facilities,20361.99
P01827,2024-09-12,"Delvin Facilities",services,4702.11
P01828,2024-02-02,"Harlow Print",materials,368.99
P01829,2024-02-16,"Brant Logistics",facilities,70.08
P01830,2024-12-05,"Harlow Print",facilities,17995.14
P01831,2024-11-13,"Corvin Media",logistics,777.98
P01832,2024-07-05,"Fenwick Legal",facilities,1422.44
P01833,2024-10-20,"Brant Logistics",facilities,90191.32
P01834,2024-01-16,"Brant Logistics",materials,218.17
P01835,2024-10-23,"Delvin Facilities",materials,37.38
P01836,2024-07-21,"Delvin Facilities",logistics,214.81
P01837,2024-08-20,"Alder Supply",facilities,39.53
P01838,2024-03-24,"Alder Supply",materials,120719.81
P01839,2024-05-30,"Harlow Print",materials,1530.25
P01840,2024-10-27,"Ember IT",logistics,9915.93
P01841,2024-07-04,"Delvin Facilities",materials,74.29
P01842,2024-08-28,"Brant Logistics",services,7981.83
P01843,2024-03-29,"Gilder Travel",facilities,1034.86
P01844,2024-05-05,"Harlow Print",software,203.48
P01845,2024-11-23,"Gilder Travel",services,96375.33
P01846,2024-08-17,"Alder Supply",materials,407.98
P01847,2024-03-18,"Fenwick Legal",logistics,57.86
P01848,2024-11-27,"Harlow Print",services,3275.24
P01849,2024-06-29,"Ember IT",software,9829.45
P01850,2024-09-14,"Brant Logistics",services,4239.2
P01851,2024-07-10,"Alder Supply",logistics,142.78
P01852,2024-05-17,"Alder Supply",facilities,7582.72
P01853,2024-02-11,"Delvin Facilities",materials,8598.88
P01854,2024-03-14,"Brant Logistics",materials,44005.35
P01855,2024-07-07,"Delvin Facilities",facilities,18941.08
P01856,2024-05-18,"Harlow Print",materials,5529.26
P01857,2024-09-26,"Ember IT",materials,9257.22
P01858,2024-04-13,"Fenwick Legal",facilities,77719.7
P01859,2024-11-16,"Delvin Facilities",facilities,8057.43
P01860,2024-12-30,"Alder Supply",services,6015.4
P01861,2024-05-24,"Alder Supply",services,43082.41
P01862,2024-07-14,"Brant Logistics",materials,26.6
P01863,2024-04-15,"Fenwick Legal",logistics,96635.76
P01864,2024-07-03,"Ember IT",software,9896.58
P01865,2024-06-24,"Gilder Travel",logistics,2057.06
P01866,2024-02-27,"Brant Logistics",logistics,69193.36
P01867,2024-08-11,"Delvin Facilities",facilities,20998.77
P01868,2024-01-23,"Corvin Media",software,10298.07
P01869,2024-02-28,"Corvin Media",facilities,1039.44
P01870,2024-04-26,"Harlow Print",facilities,74837.23
P01871,2024-09-22,"Corvin Media",services,93.48
P01872,2024-03-10,"Harlow Print",logistics,48.23
P01873,2024-12-19,"Fenwick Legal",logistics,2766.4
P01874,2024-09-04,"Brant Logistics",services,588.83
P01875,2024-12-01,"Fenwick Legal",logistics,183.98
P01876,2024-02-21,"Harlow Print",logistics,159631.87
P01877,2024-11-12,"Alder Supply",facilities,121.23
P01878,2024-10-08,"Gilder Travel",materials,50.06
P01879,2024-09-07,"Fenwick Legal",logistics,3504.05
P01880,2024-04-19,"Fenwick Legal",software,9981.03
P01881,2024-10-08,"Harlow Print",facilities,3673.32
P01882,2024-04-01,"Gilder Travel",facilities,91915.69
P01883,2024-10-03,"Fenwick Legal",materials,70.04
P01884,2024-09-29,"Harlow Print",services,64.5
P01885,2024-01-14,"Ember IT",logistics,208.93
P01886,2024-03-28,"Alder Supply",materials,4207.76
P01887,2024-06-17,"Fenwick Legal",facilities,57330.22
P01888,2024-10-16,"Fenwick Legal",services,23.6
P01889,2024-04-10,"Corvin Media",services,786.66
P01890,2024-02-29,"Fenwick Legal",facilities,148.62
P01891,2024-07-07,"Fenwick Legal",materials,8638.62
P01892,2024-12-12,"Alder Supply",logistics,179.25
P01893,2024-12-17,"Alder Supply",facilities,22.06
P01894,2024-07-31,"Brant Logistics",materials,3560.15
P01895,2024-02-03,"Brant Logistics",logistics,47.91
P01896,2024-03-20,"Fenwick Legal",logistics,7039.37
P01897,2024-01-01,"Gilder Travel",services,1783.74
P01898,2024-04-30,"Ember IT",services,23944.29
P01899,2024-12-05,"Corvin Media",facilities,2619.4
P01900,2024-04-29,"Corvin Media",software,3343.11
P01901,2024-07-29,"Fenwick Legal",services,633.96
P01902,2024-08-28,"Alder Supply",software,188.71
P01903,2024-09-19,"Harlow Print",software,21.4
P01904,2024-03-05,"Alder Supply",materials,88.9
P01905,2024-03-24,"Brant Logistics",services,32.24
P01906,2024-09-13,"Delvin Facilities",materials,89704.67
P01907,2024-02-20,"Ember IT",materials,9933.4
P01908,2024-12-13,"Harlow Print",logistics,421.82
P01909,2024-04-15,"Harlow Print",facilities,812.14
P01910,2024-01-20,"Alder Supply",facilities,98.23
P01911,2024-06-22,"Delvin Facilities",materials,1969.96
P01912,2024-03-15,"Corvin Media",services,1213.62
P01913,2024-06-26,"Harlow Print",logistics,16724.56
P01914,2024-10-26,"Delvin Facilities",logistics,406.84
P01915,2024-03-09,"Alder Supply",software,463.83
P01916,2024-05-18,"Corvin Media",facilities,65471.42
P01917,2024-02-13,"Corvin Media",logistics,1758.66
P01918,2024-01-02,"Gilder Travel",software,107699.69
P01919,2024-08-18,"Brant Logistics",materials,83.68
P01920,2024-04-28,"Ember IT",facilities,188422.1
P01921,2024-02-19,"Ember IT",facilities,9927.58
P01922,2024-08-03,"Fenwick Legal",materials,7475.51
P01923,2024-12-23,"Alder Supply",materials,4473.99
P01924,2024-02-12,"Brant Logistics",materials,517.71
P01925,2024-06-05,"Corvin Media",services,30876.09
P01926,2024-06-02,"Fenwick Legal",facilities,140.17
P01927,2024-05-28,"Brant Logistics",services,4578.84
P01928,2024-07-20,"Alder Supply",software,36.06
P01929,2024-05-30,"Harlow Print",facilities,78537.82
P01930,2024-11-16,"Corvin Media",software,1585.91
P01931,2024-03-20,"Ember IT",services,9770.4
P01932,2024-06-30,"Harlow Print",software,67011.58
P01933,2024-01-10,"Delvin Facilities",software,3417.69
P01934,2024-07-22,"Harlow Print",logistics,2409.66
P01935,2024-09-05,"Brant Logistics",software,853.64
P01936,2024-02-01,"Corvin Media",facilities,11752.2
P01937,2024-12-07,"Fenwick Legal",services,56.47
P01938,2024-03-08,"Corvin Media",services,79276.63
P01939,2024-04-11,"Delvin Facilities",logistics,303.17
P01940,2024-11-04,"Fenwick Legal",facilities,85142.23
P01941,2024-03-28,"Alder Supply",logistics,303.42
P01942,2024-10-26,"Harlow Print",services,69.62
P01943,2024-10-14,"Corvin Media",logistics,165313.27
P01944,2024-09-29,"Delvin Facilities",software,992.86
P01945,2024-09-04,"Fenwick Legal",materials,1969.15
P01946,2024-09-25,"Alder Supply",facilities,32377.25
P01947,2024-12-03,"Brant Logistics",materials,104988.27
P01948,2024-10-06,"Harlow Print",services,898.6
P01949,2024-01-04,"Fenwick Legal",facilities,12208.05
P01950,2024-08-20,"Harlow Print",services,58.52
P01951,2024-07-16,"Harlow Print",services,4135.93
P01952,2024-10-12,"Corvin Media",software,551.01
P01953,2024-02-24,"Brant Logistics",software,448.71
P01954,2024-10-01,"Gilder Travel",services,13736.29
P01955,2024-11-07,"Harlow Print",logistics,3074.47
P01956,2024-09-04,"Delvin Facilities",services,66766.34
P01957,2024-12-11,"Ember IT",facilities,9296.97
P01958,2024-05-02,"Brant Logistics",software,269.91
P01959,2024-02-13,"Brant Logistics",services,35.64
P01960,2024-02-25,"Fenwick Legal",logistics,2933.6
P01961,2024-07-14,"Ember IT",facilities,515.44
P01962,2024-09-16,"Brant Logistics",software,26.09
P01963,2024-02-08,"Fenwick Legal",facilities,138774.85
P01964,2024-03-12,"Corvin Media",materials,7811.28
P01965,2024-05-27,"Delvin Facilities",logistics,1235.3
P01966,2024-10-29,"Ember IT",services,9140.32
P01967,2024-11-08,"Ember IT",logistics,9541.06
P01968,2024-11-18,"Fenwick Legal",logistics,1618.8
P01969,2024-11-10,"Gilder Travel",services,33.61
P01970,2024-02-25,"Brant Logistics",software,40699.86
P01971,2024-09-13,"Delvin Facilities",services,226.02
P01972,2024-07-28,"Ember IT",services,137393.94
P01973,2024-02-24,"Corvin Media",software,13977.38
P01974,2024-01-13,"Delvin Facilities",facilities,279.69
P01975,2024-07-05,"Alder Supply",logistics,126.96
P01976,2024-12-28,"Delvin Facilities",software,3641.27
P01977,2024-06-02,"Ember IT",materials,9855.11
P01978,2024-03-08,"Harlow Print",logistics,72.91
P01979,2024-05-05,"Delvin Facilities",logistics,799.36
P01980,2024-11-10,"Gilder Travel",services,78.56
P01981,2024-10-30,"Corvin Media",logistics,178.49
P01982,2024-12-29,"Delvin Facilities",logistics,3225.29
P01983,2024-02-24,"Alder Supply",logistics,59078.36
P01984,2024-04-21,"Harlow Print",software,7669.15
P01985,2024-12-01,"Corvin Media",services,492.55
P01986,2024-09-01,"Harlow Print",facilities,2326.46
P01987,2024-06-13,"Fenwick Legal",logistics,3288.24
P01988,2024-08-08,"Fenwick Legal",materials,198934.01
P01989,2024-05-18,"Ember IT",services,7550.4
P01990,2024-10-26,"Brant Logistics",logistics,5199.87
P01991,2024-08-28,"Alder Supply",services,7740.06
P01992,2024-02-17,"Delvin Facilities",facilities,132.6
P01993,2024-04-15,"Fenwick Legal",facilities,87083.42
P01994,2024-02-18,"Delvin Facilities",software,31194.07
P01995,2024-09-02,"Gilder Travel",facilities,130400.92
P01996,2024-10-09,"Fenwick Legal",materials,7355.73
P01997,2024-05-13,"Brant Logistics",software,119425.4
P01998,2024-08-10,"Ember IT",services,9141.08
P01999,2024-04-01,"Fenwick Legal",facilities,20216.13
P02000,2024-02-17,"Harlow Print",facilities,9439.86
P02001,2024-08-10,"Delvin Facilities",services,2868.83
P02002,2024-12-23,"Gilder Travel",software,758.57
P02003,2024-11-11,"Corvin Media",services,103350.65
P02004,2024-06-05,"Fenwick Legal",facilities,1653.45
P02005,2024-04-27,"Corvin Media",software,391.61
P02006,2024-01-27,"Fenwick Legal",logistics,19429.05
P02007,2024-08-15,"Harlow Print",software,4412.78
P02008,2024-11-12,"Corvin Media",materials,196679.88
P02009,2024-02-23,"Delvin Facilities",software,98980.72
P02010,2024-01-31,"Delvin Facilities",materials,516.55
P02011,2024-05-31,"Fenwick Legal",software,124.31
P02012,2024-09-03,"Ember IT",materials,9753.44
P02013,2024-01-23,"Ember IT",logistics,9349.32
P02014,2024-07-05,"Fenwick Legal",materials,379.73
P02015,2024-09-12,"Ember IT",logistics,58.33
P02016,2024-04-30,"Brant Logistics",software,40528.72
P02017,2024-04-15,"Delvin Facilities",materials,61.59
P02018,2024-11-29,"Delvin Facilities",logistics,140294.66
P02019,2024-09-20,"Fenwick Legal",facilities,33438.99
P02020,2024-08-11,"Ember IT",materials,95.34
P02021,2024-12-06,"Harlow Print",logistics,140.73
P02022,2024-05-09,"Brant Logistics",facilities,718.45
P02023,2024-04-17,"Ember IT",logistics,636.79
P02024,2024-06-01,"Alder Supply",materials,106.33
P02025,2024-01-08,"Harlow Print",logistics,71990.14
P02026,2024-03-17,"Ember IT",services,127.61
P02027,2024-04-29,"Corvin Media",software,33.86
P02028,2024-10-07,"Corvin Media",services,3782.21
P02029,2024-11-02,"Gilder Travel",facilities,260.07
P02030,2024-01-11,"Ember IT",services,30.26
P02031,2024-07-20,"Ember IT",software,30.9
P02032,2024-02-28,"Gilder Travel",facilities,577.52
P02033,2024-03-04,"Ember IT",services,74.14
P02034,2024-02-13,"Fenwick Legal",logistics,150.16
P02035,2024-05-14,"Ember IT",services,59898.34
P02036,2024-07-12,"Alder Supply",facilities,3288.41
P02037,2024-01-10,"Harlow Print",services,1234.83
P02038,2024-12-30,"Harlow Print",materials,40461.52
P02039,2024-07-23,"Ember IT",software,386.62
P02040,2024-08-24,"Delvin Facilities",logistics,107.8
P02041,2024-04-02,"Alder Supply",materials,856.54
P02042,2024-12-23,"Fenwick Legal",services,18843.94
P02043,2024-12-04,"Gilder Travel",materials,66545.37
P02044,2024-02-19,"Gilder Travel",materials,82.65
P02045,2024-09-30,"Corvin Media",logistics,358.34
P02046,2024-05-17,"Alder Supply",logistics,66339.18
P02047,2024-08-21,"Corvin Media",logistics,111.65
P02048,2024-02-25,"Ember IT",software,559.72
P02049,2024-07-19,"Delvin Facilities",software,2508.48
P02050,2024-12-18,"Gilder Travel",facilities,32993.39
P02051,2024-05-07,"Ember IT",materials,9588.11
P02052,2024-04-09,"Gilder Travel",software,59.06
P02053,2024-03-15,"Alder Supply",materials,4160.65
P02054,2024-07-15,"Brant Logistics",services,658.15
P02055,2024-11-05,"Brant Logistics",software,12244.55
