loan_id,credit_score,annual_income,loan_amount,debt_to_income,months_employed,prior_defaults,purpose,defaulted
L01560,790,39200,19100,0.418,46,1,medical,0
L01561,733,88400,43100,0.492,129,0,home_improvement,0
L01562,798,37800,24000,0.442,15,0,debt_consolidation,0
L01563,741,51000,28400,0.4,54,0,debt_consolidation,1
L01564,638,70000,50000,0.636,12,1,other,1
L01565,499,39800,26700,0.569,0,0,vehicle,1
L01566,722,50900,21800,0.306,18,0,home_improvement,0
L01567,707,76500,23500,0.451,98,0,home_improvement,0
L01568,763,32500,15000,0.382,60,0,debt_consolidation,0
L01569,605,67400,38400,0.445,81,0,debt_consolidation,0
L01570,762,23900,11100,0.19,21,0,medical,0
L01571,565,87700,29700,0.474,63,0,other,0
L01572,624,56000,22000,0.328,98,0,vehicle,0
L01573,637,41400,22100,0.339,62,0,debt_consolidation,1
L01574,742,40500,17200,0.425,29,0,vehicle,0
L01575,595,70800,35700,0.195,0,2,other,1
L01576,674,39900,22600,0.415,28,0,other,0
L01577,677,69200,31700,0.434,44,0,other,1
L01578,700,31900,8800,0.412,0,0,medical,0
L01579,679,92200,33600,0.499,135,0,other,0
L01580,625,38200,25500,0.211,46,0,medical,0
L01581,666,60600,18200,0.156,36,1,debt_consolidation,0
L01582,605,37300,14800,0.336,0,0,vehicle,0
L01583,691,28200,18000,0.109,26,0,debt_consolidation,0
L01584,633,66800,11700,0.377,79,0,debt_consolidation,0
L01585,609,47700,30500,0.405,35,1,debt_consolidation,0
L01586,761,90100,21300,0.479,66,0,medical,0
L01587,717,56300,32700,0.446,17,0,debt_consolidation,0
L01588,679,48200,16900,0.249,51,1,vehicle,0
L01589,804,109500,71500,0.449,37,0,debt_consolidation,0
L01590,582,26700,18100,0.226,84,0,other,0
L01591,715,75500,31100,0.123,74,1,home_improvement,0
L01592,609,52600,24500,0.274,77,1,home_improvement,0
L01593,635,53300,30900,0.423,65,1,home_improvement,1
L01594,654,51100,23900,0.244,63,1,debt_consolidation,1
L01595,673,44700,17100,0.635,28,0,home_improvement,1
L01596,644,47900,20800,0.223,91,0,home_improvement,0
L01597,760,30600,20800,0.438,82,0,home_improvement,0
L01598,792,53600,10300,0.171,0,0,other,0
L01599,771,46200,11400,0.273,38,0,medical,1
L01600,755,53300,31200,0.471,34,0,debt_consolidation,0
L01601,709,43300,17400,0.598,33,0,other,0
L01602,698,43200,21700,0.286,116,0,other,0
L01603,709,28600,8900,0.634,27,0,vehicle,1
L01604,698,45900,32800,0.205,0,0,medical,0
L01605,663,46200,18200,0.168,18,0,home_improvement,0
L01606,717,53800,29900,0.463,45,0,vehicle,0
L01607,772,58100,41800,0.322,32,0,vehicle,0
L01608,738,62700,30600,0.46,0,0,medical,0
L01609,666,38200,9500,0.463,175,0,vehicle,0
L01610,658,62000,9800,0.597,25,0,home_improvement,0
L01611,733,97800,46400,0.134,110,0,other,0
L01612,688,52700,25100,0.67,27,1,home_improvement,1
L01613,772,76500,38000,0.441,0,0,medical,0
L01614,756,40900,12200,0.375,28,0,debt_consolidation,0
L01615,589,64000,18700,0.089,0,0,home_improvement,1
L01616,822,71300,29700,0.327,0,0,debt_consolidation,0
L01617,728,16300,8800,0.416,22,0,debt_consolidation,1
L01618,721,67500,22000,0.336,45,2,home_improvement,0
L01619,775,41500,18500,0.432,105,0,vehicle,0
L01620,681,53800,36200,0.202,39,0,debt_consolidation,0
L01621,662,34100,9100,0.343,52,0,vehicle,0
L01622,840,47400,24300,0.475,23,0,medical,0
L01623,658,47400,22200,0.567,36,0,home_improvement,1
L01624,685,67400,17800,0.405,57,0,home_improvement,0
L01625,715,138500,70500,0.433,63,0,vehicle,0
L01626,641,51200,28300,0.269,0,0,vehicle,1
L01627,610,50500,22500,0.49,0,0,debt_consolidation,1
L01628,727,25100,16700,0.082,74,0,medical,0
L01629,840,45600,17000,0.487,23,0,vehicle,0
L01630,668,41000,15100,0.455,20,0,other,0
L01631,634,49700,18700,0.385,113,0,vehicle,0
L01632,641,68700,16300,0.219,3,0,other,0
L01633,783,101700,40800,0.408,134,0,home_improvement,0
L01634,704,71700,24400,0.172,82,0,other,0
L01635,676,103400,30300,0.37,54,0,medical,1
L01636,668,44500,31900,0.253,83,0,other,0
L01637,759,45700,19700,0.566,31,0,other,0
L01638,725,44200,20100,0.26,74,0,medical,0
L01639,670,62100,13700,0.174,30,0,vehicle,0
L01640,691,60600,34200,0.298,9,0,debt_consolidation,1
L01641,680,78600,50000,0.337,88,0,other,0
L01642,558,53700,14600,0.526,86,0,home_improvement,0
L01643,789,66400,15900,0.386,10,0,medical,0
L01644,708,66600,16800,0.4,0,0,home_improvement,0
L01645,604,45400,28900,0.529,104,0,home_improvement,0
L01646,610,138500,34200,0.317,53,0,medical,0
L01647,735,73800,42100,0.307,20,0,debt_consolidation,0
L01648,631,37800,20700,0.188,77,0,debt_consolidation,1
L01649,683,61800,12200,0.347,39,0,vehicle,0
L01650,652,43800,11800,0.263,94,0,vehicle,0
L01651,718,35200,10400,0.453,65,0,medical,0
L01652,686,67300,17400,0.286,3,1,vehicle,1
L01653,678,53500,15900,0.448,54,0,vehicle,0
L01654,699,45200,14500,0.242,90,0,medical,0
L01655,756,31700,6400,0.399,18,0,vehicle,0
L01656,726,119100,47200,0.174,34,0,medical,0
L01657,684,83400,58200,0.141,40,0,medical,1
L01658,737,56000,31100,0.348,94,0,vehicle,0
L01659,667,76800,35000,0.362,98,0,home_improvement,0
L01660,740,76300,47600,0.234,127,0,home_improvement,0
L01661,638,71900,22400,0.61,45,0,medical,1
L01662,721,52100,25900,0.454,109,0,debt_consolidation,0
L01663,607,51100,35600,0.301,63,0,medical,0
L01664,678,30600,13400,0.347,15,0,medical,0
L01665,591,37600,11300,0.351,104,0,debt_consolidation,0
L01666,640,79800,35900,0.543,82,0,other,1
L01667,709,74500,29500,0.093,50,0,vehicle,0
L01668,730,98100,18100,0.308,91,0,vehicle,0
L01669,633,67200,21200,0.627,10,0,home_improvement,0
L01670,644,29900,5700,0.231,61,0,debt_consolidation,0
L01671,593,22100,15500,0.325,121,1,debt_consolidation,0
L01672,578,60700,26000,0.261,19,0,home_improvement,0
L01673,783,133700,74400,0.293,5,0,vehicle,0
L01674,729,29900,17800,0.289,0,0,debt_consolidation,0
L01675,840,37600,7200,0.308,66,1,vehicle,0
L01676,759,31500,5400,0.306,81,0,debt_consolidation,0
L01677,798,71000,17500,0.089,42,0,medical,0
L01678,739,49600,18600,0.239,67,0,home_improvement,0
L01679,659,107700,34300,0.33,87,0,home_improvement,0
L01680,604,51200,14500,0.319,102,1,medical,0
L01681,695,45000,7100,0.572,0,0,home_improvement,1
L01682,638,30800,7200,0.236,27,0,medical,0
L01683,767,42200,13800,0.296,0,1,home_improvement,0
L01684,531,91900,18600,0.274,38,0,other,1
L01685,728,122900,21000,0.249,10,0,other,0
L01686,700,48200,11200,0.43,45,0,other,0
L01687,730,75100,18500,0.281,120,0,other,0
L01688,763,26800,14500,0.378,74,0,other,0
L01689,660,20000,13400,0.344,132,0,other,0
L01690,712,101100,26600,0.421,6,0,vehicle,0
L01691,663,38700,9200,0.392,59,0,medical,0
L01692,662,43700,22000,0.261,30,0,vehicle,0
L01693,705,82800,53900,0.199,112,0,other,0
L01694,675,47700,15900,0.508,107,1,home_improvement,1
L01695,681,84600,48500,0.184,19,1,other,0
L01696,648,30100,15400,0.406,39,0,medical,1
L01697,749,53200,8300,0.146,69,0,debt_consolidation,0
L01698,614,104400,42800,0.523,105,0,vehicle,0
L01699,822,46900,27800,0.414,19,0,debt_consolidation,0
L01700,586,72000,45500,0.351,26,1,debt_consolidation,1
L01701,710,44200,20200,0.307,35,0,debt_consolidation,0
L01702,840,59300,39900,0.328,39,0,debt_consolidation,0
L01703,683,37600,11100,0.233,60,0,other,0
L01704,635,75200,22800,0.457,28,0,medical,0
L01705,727,31700,15700,0.264,46,0,home_improvement,0
L01706,670,62100,44300,0.161,66,0,debt_consolidation,0
L01707,712,35200,19900,0.433,60,0,medical,0
L01708,672,25500,9700,0.151,52,0,vehicle,1
L01709,654,43800,26500,0.509,109,0,other,0
L01710,809,102300,55600,0.18,44,0,home_improvement,0
L01711,791,89900,56800,0.373,0,0,vehicle,1
L01712,656,30100,7700,0.387,0,0,other,0
L01713,814,44700,23100,0.168,26,0,debt_consolidation,1
L01714,611,77200,44900,0.434,54,0,other,1
L01715,751,44900,19900,0.488,25,0,home_improvement,0
L01716,625,59700,22500,0.515,102,0,debt_consolidation,1
L01717,625,37800,15600,0.315,18,1,other,1
L01718,681,19200,3500,0.242,30,0,vehicle,0
L01719,579,26800,13300,0.24,61,0,other,0
L01720,640,79100,46200,0.268,42,0,home_improvement,0
L01721,785,78000,19700,0.51,78,0,debt_consolidation,0
L01722,616,15100,7400,0.432,0,0,other,0
L01723,618,87600,46100,0.376,88,2,home_improvement,0
L01724,740,81600,46600,0.33,20,0,vehicle,0
L01725,564,41500,14500,0.324,65,1,vehicle,1
L01726,668,61600,22500,0.278,36,0,vehicle,0
L01727,742,93800,26800,0.514,0,2,debt_consolidation,0
L01728,636,83800,14300,0.356,100,0,home_improvement,0
L01729,781,24800,5300,0.322,89,0,medical,0
L01730,591,45400,29800,0.523,0,0,vehicle,1
L01731,765,56300,23000,0.376,28,0,other,0
L01732,675,73900,46600,0.338,42,0,home_improvement,0
L01733,720,53000,34700,0.188,14,0,debt_consolidation,0
L01734,731,58000,26800,0.243,81,0,medical,0
L01735,707,54200,20000,0.13,4,2,other,1
L01736,816,26200,18800,0.241,5,0,other,1
L01737,722,110000,16900,0.147,27,0,other,0
L01738,726,118300,53600,0.396,71,0,other,0
L01739,678,29500,20200,0.523,117,0,debt_consolidation,0
L01740,573,33800,7900,0.333,103,0,vehicle,0
L01741,708,50100,36800,0.241,52,0,medical,0
L01742,678,92100,55900,0.365,109,0,vehicle,0
L01743,720,47100,12500,0.274,39,0,home_improvement,0
L01744,640,43500,26400,0.277,82,2,home_improvement,1
L01745,653,45200,13700,0.385,43,0,medical,1
L01746,639,39500,13800,0.359,35,0,vehicle,0
L01747,756,25200,16800,0.364,51,0,vehicle,0
L01748,601,45900,10800,0.478,46,1,medical,1
L01749,610,45200,29800,0.512,18,0,debt_consolidation,0
L01750,692,75000,38100,0.313,66,0,vehicle,0
L01751,735,54800,21400,0.33,76,0,debt_consolidation,0
L01752,742,26600,9300,0.241,67,0,home_improvement,0
L01753,720,65700,35500,0.184,0,1,medical,1
L01754,628,69600,13500,0.358,0,0,vehicle,1
L01755,605,58900,31500,0.246,31,0,medical,0
L01756,691,86600,43800,0.297,48,0,medical,0
L01757,710,83400,60000,0.34,0,1,medical,0
L01758,766,31400,23500,0.582,95,0,medical,0
L01759,705,51300,32800,0.244,44,0,vehicle,0
L01760,577,56400,30500,0.314,0,0,debt_consolidation,1
L01761,608,81900,55100,0.367,33,2,medical,1
L01762,840,25900,11600,0.444,73,0,vehicle,0
L01763,737,45700,27500,0.271,99,0,home_improvement,0
L01764,799,64100,17000,0.161,40,0,debt_consolidation,0
L01765,727,43000,25400,0.167,73,0,vehicle,0
L01766,679,69900,46800,0.412,19,0,vehicle,0
L01767,568,72500,16700,0.441,51,1,vehicle,1
L01768,675,58600,33000,0.468,34,0,other,0
L01769,706,51300,32500,0.219,0,0,debt_consolidation,0
L01770,725,35300,19400,0.178,75,0,other,0
L01771,714,56400,10900,0.276,92,0,vehicle,0
L01772,694,27500,16600,0.51,67,0,debt_consolidation,1
L01773,609,56500,34500,0.256,12,0,home_improvement,1
L01774,840,27700,20000,0.22,41,0,home_improvement,0
L01775,697,73200,40500,0.363,0,0,other,1
L01776,595,52900,9700,0.02,36,0,vehicle,1
L01777,684,31000,13500,0.24,11,0,home_improvement,0
L01778,637,92000,23300,0.039,64,0,other,1
L01779,775,65100,15600,0.256,45,0,home_improvement,0
L01780,654,55100,23200,0.516,0,0,home_improvement,0
L01781,758,48300,16100,0.143,46,1,home_improvement,0
L01782,668,74400,37200,0.394,7,0,medical,0
L01783,742,98700,37000,0.492,44,0,other,0
L01784,736,88500,20500,0.318,22,1,other,0
L01785,753,31300,17400,0.357,87,0,medical,0
L01786,679,108600,79300,0.332,43,0,debt_consolidation,0
L01787,696,32000,9500,0.344,49,2,medical,0
L01788,706,47700,20100,0.354,83,0,debt_consolidation,0
L01789,784,28300,13800,0.409,139,0,medical,0
L01790,734,99200,58600,0.477,17,0,medical,0
L01791,634,30500,6200,0.531,64,0,medical,1
L01792,733,80500,21700,0.352,33,0,vehicle,0
L01793,681,43900,8000,0.419,17,2,other,0
L01794,670,100100,36300,0.305,108,0,home_improvement,0
L01795,686,31400,4800,0.34,35,1,debt_consolidation,0
L01796,481,67000,17800,0.063,10,0,vehicle,1
L01797,695,47100,25300,0.502,26,0,other,0
L01798,612,71500,50500,0.367,40,0,medical,0
L01799,625,53600,8500,0.58,45,0,debt_consolidation,0
L01800,685,39300,9100,0.365,40,0,vehicle,0
